"date","ticker","price"
2004-09-01,GOOGL,64.864868
2004-10-01,GOOGL,95.415413
2004-11-01,GOOGL,91.081078
2004-12-01,GOOGL,96.491493
2005-01-01,GOOGL,97.907906
2005-02-01,GOOGL,94.089088
2005-03-01,GOOGL,90.345345
2005-04-01,GOOGL,110.110107
2005-05-01,GOOGL,138.773773
2005-06-01,GOOGL,147.222229
2005-07-01,GOOGL,144.024017
2005-08-01,GOOGL,143.143143
2005-09-01,GOOGL,158.388382
2005-10-01,GOOGL,186.256256
2005-11-01,GOOGL,202.657654
2005-12-01,GOOGL,207.637634
2006-01-01,GOOGL,216.546555
2006-02-01,GOOGL,181.491486
2006-03-01,GOOGL,195.19519
2006-04-01,GOOGL,209.179184
2006-05-01,GOOGL,186.0961
2006-06-01,GOOGL,209.874878
2006-07-01,GOOGL,193.4935
2006-08-01,GOOGL,189.454453
2006-09-01,GOOGL,201.151154
2006-10-01,GOOGL,238.433426
2006-11-01,GOOGL,242.647644
2006-12-01,GOOGL,230.470474
2007-01-01,GOOGL,251.001007
2007-02-01,GOOGL,224.949951
2007-03-01,GOOGL,229.309311
2007-04-01,GOOGL,235.925919
2007-05-01,GOOGL,249.204208
2007-06-01,GOOGL,261.611603
2007-07-01,GOOGL,255.255249
2007-08-01,GOOGL,257.882874
2007-09-01,GOOGL,283.918915
2007-10-01,GOOGL,353.853851
2007-11-01,GOOGL,346.846832
2007-12-01,GOOGL,346.08609
2008-01-01,GOOGL,282.432434
2008-02-01,GOOGL,235.825821
2008-03-01,GOOGL,220.45546
2008-04-01,GOOGL,287.432434
2008-05-01,GOOGL,293.193207
2008-06-01,GOOGL,263.47348
2008-07-01,GOOGL,237.112106
2008-08-01,GOOGL,231.876877
2008-09-01,GOOGL,200.460464
2008-10-01,GOOGL,179.859863
2008-11-01,GOOGL,146.626633
2008-12-01,GOOGL,153.978973
2009-01-01,GOOGL,169.434433
2009-02-01,GOOGL,169.164169
2009-03-01,GOOGL,174.204208
2009-04-01,GOOGL,198.183182
2009-05-01,GOOGL,208.823822
2009-06-01,GOOGL,211.006012
2009-07-01,GOOGL,221.74675
2009-08-01,GOOGL,231.066071
2009-09-01,GOOGL,248.173172
2009-10-01,GOOGL,268.328339
2009-11-01,GOOGL,291.791779
2009-12-01,GOOGL,310.300293
2010-01-01,GOOGL,265.235229
2010-02-01,GOOGL,263.663666
2010-03-01,GOOGL,283.843842
2010-04-01,GOOGL,263.113098
2010-05-01,GOOGL,243.05806
2010-06-01,GOOGL,222.697693
2010-07-01,GOOGL,242.667664
2010-08-01,GOOGL,225.235229
2010-09-01,GOOGL,263.158173
2010-10-01,GOOGL,307.157166
2010-11-01,GOOGL,278.133148
2010-12-01,GOOGL,297.282288
2011-01-01,GOOGL,300.480469
2011-02-01,GOOGL,307.007019
2011-03-01,GOOGL,293.673676
2011-04-01,GOOGL,272.322327
2011-05-01,GOOGL,264.77478
2011-06-01,GOOGL,253.443436
2011-07-01,GOOGL,302.147156
2011-08-01,GOOGL,270.750763
2011-09-01,GOOGL,257.777771
2011-10-01,GOOGL,296.616608
2011-11-01,GOOGL,299.994995
2011-12-01,GOOGL,323.273285
2012-01-01,GOOGL,290.345337
2012-02-01,GOOGL,309.434448
2012-03-01,GOOGL,320.940948
2012-04-01,GOOGL,302.727722
2012-05-01,GOOGL,290.720734
2012-06-01,GOOGL,290.325317
2012-07-01,GOOGL,316.801788
2012-08-01,GOOGL,342.887878
2012-09-01,GOOGL,377.627625
2012-10-01,GOOGL,340.490479
2012-11-01,GOOGL,349.534546
2012-12-01,GOOGL,354.044037
2013-01-01,GOOGL,378.223236
2013-02-01,GOOGL,401.001007
2013-03-01,GOOGL,397.492493
2013-04-01,GOOGL,412.697693
2013-05-01,GOOGL,436.046051
2013-06-01,GOOGL,440.625641
2013-07-01,GOOGL,444.319305
2013-08-01,GOOGL,423.873871
2013-09-01,GOOGL,438.393402
2013-10-01,GOOGL,515.805786
2013-11-01,GOOGL,530.325317
2013-12-01,GOOGL,560.915894
2014-01-01,GOOGL,591.07605
2014-02-01,GOOGL,608.433411
2014-03-01,GOOGL,557.812805
2014-04-01,GOOGL,534.880005
2014-05-01,GOOGL,571.650024
2014-06-01,GOOGL,584.669983
2014-07-01,GOOGL,579.549988
2014-08-01,GOOGL,582.359985
2014-09-01,GOOGL,588.409973
2014-10-01,GOOGL,567.869995
2014-11-01,GOOGL,549.080017
2014-12-01,GOOGL,530.659973
2015-01-01,GOOGL,537.549988
2015-02-01,GOOGL,562.630005
2015-03-01,GOOGL,554.700012
2015-04-01,GOOGL,548.77002
2015-05-01,GOOGL,545.320007
2015-06-01,GOOGL,540.039978
2015-07-01,GOOGL,657.5
2015-08-01,GOOGL,647.820007
2015-09-01,GOOGL,638.369995
2015-10-01,GOOGL,737.390015
2015-11-01,GOOGL,762.849976
2015-12-01,GOOGL,778.01001
2016-01-01,GOOGL,761.349976
2016-02-01,GOOGL,717.219971
2016-03-01,GOOGL,762.900024
2016-04-01,GOOGL,707.880005
2016-05-01,GOOGL,748.849976
2016-06-01,GOOGL,703.530029
2016-07-01,GOOGL,791.340027
2016-08-01,GOOGL,789.849976
2016-09-01,GOOGL,804.059998
2016-10-01,GOOGL,809.900024
2016-11-01,GOOGL,775.880005
2016-12-01,GOOGL,792.450012
2017-01-01,GOOGL,820.190002
2017-02-01,GOOGL,844.929993
2017-03-01,GOOGL,847.799988
2017-04-01,GOOGL,924.52002
2017-05-01,GOOGL,987.090027
2017-06-01,GOOGL,929.679993
2017-07-01,GOOGL,945.5
2017-08-01,GOOGL,955.23999
2017-09-01,GOOGL,973.719971
2017-10-01,GOOGL,1033.040039
2017-11-01,GOOGL,1036.170044
2017-12-01,GOOGL,1053.400024
2018-01-01,GOOGL,1182.219971
2018-02-01,GOOGL,1103.920044
2018-03-01,GOOGL,1037.140015
2018-04-01,GOOGL,1018.580017
2018-05-01,GOOGL,1100
2018-06-01,GOOGL,1129.189941
2018-07-01,GOOGL,1227.219971
2018-08-01,GOOGL,1231.800049
2018-09-01,GOOGL,1207.079956
2018-10-01,GOOGL,1090.579956
2018-11-01,GOOGL,1109.650024
2018-12-01,GOOGL,1044.959961
2019-01-01,GOOGL,1125.890015
2019-02-01,GOOGL,1126.550049
2019-03-01,GOOGL,1176.890015
2019-04-01,GOOGL,1198.959961
2019-05-01,GOOGL,1106.5
2019-06-01,GOOGL,1082.800049
2019-07-01,GOOGL,1218.199951
2019-08-01,GOOGL,1190.530029
2019-09-01,GOOGL,1221.140015
2019-10-01,GOOGL,1258.800049
2019-11-01,GOOGL,1304.089966
2019-12-01,GOOGL,1339.390015
2020-01-01,GOOGL,1432.780029
2020-02-01,GOOGL,1339.25
2020-03-01,GOOGL,1161.949951
2020-04-01,GOOGL,1346.699951
2020-05-01,GOOGL,1433.52002
2020-06-01,GOOGL,1418.050049
2020-07-01,GOOGL,1487.949951
2020-08-01,GOOGL,1629.530029
2020-09-01,GOOGL,1465.599976
2020-10-01,GOOGL,1616.109985
2020-11-01,GOOGL,1754.400024
2020-12-01,GOOGL,1752.640015
2021-01-01,GOOGL,1827.359985
2021-02-01,GOOGL,2021.910034
2021-03-01,GOOGL,2062.52002
2021-04-01,GOOGL,2353.5
2021-05-01,GOOGL,2356.850098
2021-06-01,GOOGL,2441.790039
2021-07-01,GOOGL,2694.530029
2021-08-01,GOOGL,2893.949951
2021-09-01,GOOGL,2673.52002
